Vendor_ID,Business_Name,Business_Address1,Business_Address2,Business_City,Business_State,Business_Zip,Business_Phone,Filing_Year,Filing_Date,Amendment,Aggregate_Contribution_Amount,Contributor_Name,Contributor_Address1,Contributor_Address2,Contributor_City,Contributor_State,Contributor_Zip,Contributor_Phone,Contribution_Date,Contribution_Amount,Recipient_Name
10694,T. O. Najarian Associates Inc,1 Industrial Way West,Building D Suite H,Eatontown,,07724,732-389-0220,2024,03/17/2025,No,36850.0000,T. O. Najarian Associates,1 Industrial Way West,,Eatontown,,07724,732-389-0220,11/01/2024,100.0000,Joseph DeScenza for Council
10694,T. O. Najarian Associates Inc,1 Industrial Way West,Building D Suite H,Eatontown,,07724,732-389-0220,2024,03/17/2025,No,36850.0000,T. O. Najarian Associates,1 Industrial Way West,,Eatontown,,07724,732-389-0220,03/11/2024,200.0000,Ken Griggs Jr for Council
10694,T. O. Najarian Associates Inc,1 Industrial Way West,Building D Suite H,Eatontown,,07724,732-389-0220,2024,03/17/2025,No,36850.0000,T. O. Najarian Associates,1 Industrial Way West,,Eatontown,,07724,732-389-0220,08/16/2024,100.0000,Ken Griggs Jr for Council
10694,T. O. Najarian Associates Inc,1 Industrial Way West,Building D Suite H,Eatontown,,07724,732-389-0220,2024,03/17/2025,No,36850.0000,T. O. Najarian Associates,1 Industrial Way West,,Eatontown,,07724,732-389-0220,11/01/2024,100.0000,Ken Griggs Jr for Council
10694,T. O. Najarian Associates Inc,1 Industrial Way West,Building D Suite H,Eatontown,,07724,732-389-0220,2024,03/17/2025,No,36850.0000,T. O. Najarian Associates,1 Industrial Way West,,Eatontown,,07724,732-389-0220,04/26/2024,5000.0000,Narra for County Commissioner
10694,T. O. Najarian Associates Inc,1 Industrial Way West,Building D Suite H,Eatontown,,07724,732-389-0220,2024,03/17/2025,No,36850.0000,T. O. Najarian Associates,1 Industrial Way West,,Eatontown,,07724,732-389-0220,09/20/2024,5000.0000,Narra for County Commissioner
10694,T. O. Najarian Associates Inc,1 Industrial Way West,Building D Suite H,Eatontown,,07724,732-389-0220,2024,03/17/2025,No,36850.0000,T. O. Najarian Associates,1 Industrial Way West,,Eatontown,,07724,732-389-0220,08/23/2024,500.0000,Pallone Team for Long Branch
10694,T. O. Najarian Associates Inc,1 Industrial Way West,Building D Suite H,Eatontown,,07724,732-389-0220,2024,03/17/2025,No,36850.0000,T. O. Najarian Associates,1 Industrial Way West,,Eatontown,,07724,732-389-0220,04/26/2024,5000.0000,Rios for County Commisioner
10694,T. O. Najarian Associates Inc,1 Industrial Way West,Building D Suite H,Eatontown,,07724,732-389-0220,2024,03/17/2025,No,36850.0000,T. O. Najarian Associates,1 Industrial Way West,,Eatontown,,07724,732-389-0220,09/13/2024,5000.0000,Rios for County Commisioner
10694,T. O. Najarian Associates Inc,1 Industrial Way West,Building D Suite H,Eatontown,,07724,732-389-0220,2024,03/17/2025,No,36850.0000,T. O. Najarian Associates,1 Industrial Way West,,Eatontown,,07724,732-389-0220,10/04/2024,500.0000,Scharfenberger for Assembly
10694,T. O. Najarian Associates Inc,1 Industrial Way West,Building D Suite H,Eatontown,,07724,732-389-0220,2024,03/17/2025,No,36850.0000,T. O. Najarian Associates,1 Industrial Way West,,Eatontown,,07724,732-389-0220,04/26/2024,200.0000,Wolak for Council
10694,T. O. Najarian Associates Inc,1 Industrial Way West,Building D Suite H,Eatontown,,07724,732-389-0220,2024,03/17/2025,No,36850.0000,T. O. Najarian Associates,1 Industrial Way West,,Eatontown,,07724,732-389-0220,10/04/2024,200.0000,Wolak for Council
10725,"1114 Newark SPE, LLC",500 Plaza Drive,6th Floor,Secaucus,NJ,07094,(201) 272-5315,2024,02/28/2025,No,18450.0000,"Hartz Mountain Industries, Inc.",500 Plaza Drive - 6th Floor,,Secaucus,NJ,07094,(201) 272-5315,01/04/2024,500.0000,Anthony Bucco for Senate
10725,"1114 Newark SPE, LLC",500 Plaza Drive,6th Floor,Secaucus,NJ,07094,(201) 272-5315,2024,02/28/2025,No,18450.0000,"Hartz Mountain Industries, Inc.",500 Plaza Drive - 6th Floor,,Secaucus,NJ,07094,(201) 272-5315,01/25/2024,1000.0000,"Jim McGreevey for Mayor, Inc."
10725,"1114 Newark SPE, LLC",500 Plaza Drive,6th Floor,Secaucus,NJ,07094,(201) 272-5315,2024,02/28/2025,No,18450.0000,"Hartz Mountain Industries, Inc.",500 Plaza Drive - 6th Floor,,Secaucus,NJ,07094,(201) 272-5315,01/26/2024,2500.0000,Eliana Pintor Marin for State Assembly
10725,"1114 Newark SPE, LLC",500 Plaza Drive,6th Floor,Secaucus,NJ,07094,(201) 272-5315,2024,02/28/2025,No,18450.0000,"Hartz Mountain Industries, Inc.",500 Plaza Drive - 6th Floor,,Secaucus,NJ,07094,(201) 272-5315,02/16/2024,750.0000,BCRO - Bergen County Republican Organization
10725,"1114 Newark SPE, LLC",500 Plaza Drive,6th Floor,Secaucus,NJ,07094,(201) 272-5315,2024,02/28/2025,No,18450.0000,"Hartz Mountain Industries, Inc.",500 Plaza Drive - 6th Floor,,Secaucus,NJ,07094,(201) 272-5315,04/22/2024,2000.0000,Anthony Bucco for Senate
10725,"1114 Newark SPE, LLC",500 Plaza Drive,6th Floor,Secaucus,NJ,07094,(201) 272-5315,2024,02/28/2025,No,18450.0000,"Hartz Mountain Industries, Inc.",500 Plaza Drive - 6th Floor,,Secaucus,NJ,07094,(201) 272-5315,04/23/2024,1000.0000,Eliana Pintor Marin for State Assembly
10725,"1114 Newark SPE, LLC",500 Plaza Drive,6th Floor,Secaucus,NJ,07094,(201) 272-5315,2024,02/28/2025,No,18450.0000,"Hartz Mountain Industries, Inc.",500 Plaza Drive - 6th Floor,,Secaucus,NJ,07094,(201) 272-5315,04/23/2024,350.0000,Essex County Democratic Committee
10725,"1114 Newark SPE, LLC",500 Plaza Drive,6th Floor,Secaucus,NJ,07094,(201) 272-5315,2024,02/28/2025,No,18450.0000,"Hartz Mountain Industries, Inc.",500 Plaza Drive - 6th Floor,,Secaucus,NJ,07094,(201) 272-5315,05/30/2024,1000.0000,Democratic Assembly Campaign Committee
10725,"1114 Newark SPE, LLC",500 Plaza Drive,6th Floor,Secaucus,NJ,07094,(201) 272-5315,2024,02/28/2025,No,18450.0000,"Hartz Mountain Industries, Inc.",500 Plaza Drive - 6th Floor,,Secaucus,NJ,07094,(201) 272-5315,06/19/2024,2500.0000,Bucco for Senate
10725,"1114 Newark SPE, LLC",500 Plaza Drive,6th Floor,Secaucus,NJ,07094,(201) 272-5315,2024,02/28/2025,No,18450.0000,"Hartz Mountain Industries, Inc.",500 Plaza Drive - 6th Floor,,Secaucus,NJ,07094,(201) 272-5315,08/20/2024,750.0000,EFO Karabinchak for Assembly
10725,"1114 Newark SPE, LLC",500 Plaza Drive,6th Floor,Secaucus,NJ,07094,(201) 272-5315,2024,02/28/2025,No,18450.0000,"Hartz Mountain Industries, Inc.",500 Plaza Drive - 6th Floor,,Secaucus,NJ,07094,(201) 272-5315,08/22/2024,250.0000,Friends of Shirley K. Turner
10725,"1114 Newark SPE, LLC",500 Plaza Drive,6th Floor,Secaucus,NJ,07094,(201) 272-5315,2024,02/28/2025,No,18450.0000,"Hartz Mountain Industries, Inc.",500 Plaza Drive - 6th Floor,,Secaucus,NJ,07094,(201) 272-5315,08/22/2024,350.0000,Friends of Shirley K. Turner
10725,"1114 Newark SPE, LLC",500 Plaza Drive,6th Floor,Secaucus,NJ,07094,(201) 272-5315,2024,02/28/2025,No,18450.0000,"Hartz Mountain Industries, Inc.",500 Plaza Drive - 6th Floor,,Secaucus,NJ,07094,(201) 272-5315,09/10/2024,500.0000,EFO Assemblywoman Eliana Pintor Marin
10725,"1114 Newark SPE, LLC",500 Plaza Drive,6th Floor,Secaucus,NJ,07094,(201) 272-5315,2024,02/28/2025,No,18450.0000,"Hartz Mountain Industries, Inc.",500 Plaza Drive - 6th Floor,,Secaucus,NJ,07094,(201) 272-5315,12/03/2024,5000.0000,Eliana Pintor Marin for State Assembly
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Patrick Torpey,4 Deerpath Rd,,Flemington,NJ,08822,(609) 394-0888,06/07/2024,250.0000,Jeff Kuhl
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Patrick Torpey,4 Deerpath Rd,,Flemington,NJ,08822,(609) 394-0888,11/08/2024,250.0000,Jeff Kuhl
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Patrick Torpey,4 Deerpath Rd,,Flemington,NJ,08822,(609) 394-0888,05/29/2024,250.0000,Sue Soloway
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Patrick Torpey,4 Deerpath Rd,,Flemington,NJ,08822,(609) 394-0888,11/08/2024,250.0000,Sue Soloway
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Patrick Torpey,4 Deerpath Rd,,Flemington,NJ,08822,(609) 394-0888,07/15/2024,500.0000,Sipos and King
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Patrick Torpey,4 Deerpath Rd,,Flemington,NJ,08822,(609) 394-0888,09/20/2024,500.0000,Sipos and King
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Patrick Torpey,4 Deerpath Rd,,Flemington,NJ,08822,(609) 394-0888,04/22/2024,1000.0000,Jack Ciattarelli
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Patrick Torpey,4 Deerpath Rd,,Flemington,NJ,08822,(609) 394-0888,11/04/2024,500.0000,Amir Jones
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Patrick Torpey,4 Deerpath Rd,,Flemington,NJ,08822,(609) 394-0888,02/22/2024,2500.0000,HCRC
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Patrick Torpey,4 Deerpath Rd,,Flemington,NJ,08822,(609) 394-0888,08/16/2024,2400.0000,Blue PAC
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Patrick Torpey,4 Deerpath Rd,,Flemington,NJ,08822,(609) 394-0888,09/14/2024,500.0000,Warren County Republican Committee
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Idida Rodrigez,2 Mill Pond Rd,,Woodland Park,NJ,07724,(609) 394-0888,06/12/2024,250.0000,Benji Wimberly
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Idida Rodrigez,2 Mill Pond Rd,,Woodland Park,NJ,07724,(609) 394-0888,01/08/2024,500.0000,Zoila Cassanoca
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Idida Rodrigez,2 Mill Pond Rd,,Woodland Park,NJ,07724,(609) 394-0888,10/31/2024,500.0000,Rodney Devore
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Idida Rodrigez,2 Mill Pond Rd,,Woodland Park,NJ,07724,(609) 394-0888,09/12/2024,500.0000,Rosado and Vieves
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Idida Rodrigez,2 Mill Pond Rd,,Woodland Park,NJ,07724,(609) 394-0888,03/20/2024,300.0000,Jessica Ramirez
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Idida Rodrigez,2 Mill Pond Rd,,Woodland Park,NJ,07724,(609) 394-0888,05/13/2024,250.0000,Shanique Speight
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Idida Rodrigez,2 Mill Pond Rd,,Woodland Park,NJ,07724,(609) 394-0888,05/16/2024,250.0000,Lou Greenwald
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Idida Rodrigez,2 Mill Pond Rd,,Woodland Park,NJ,07724,(609) 394-0888,07/25/2024,2400.0000,Blue PAC
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Idida Rodrigez,2 Mill Pond Rd,,Woodland Park,NJ,07724,(609) 394-0888,10/07/2024,500.0000,Team Irvington Strong
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Idida Rodrigez,2 Mill Pond Rd,,Woodland Park,NJ,07724,(609) 394-0888,12/03/2024,500.0000,Amir Jones
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Idida Rodrigez,2 Mill Pond Rd,,Woodland Park,NJ,07724,(609) 394-0888,04/14/2024,500.0000,Fannia Santana
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Idida Rodrigez,2 Mill Pond Rd,,Woodland Park,NJ,07724,(609) 394-0888,04/01/2024,300.0000,Sandi Lazzara
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Idida Rodrigez,2 Mill Pond Rd,,Woodland Park,NJ,07724,(609) 394-0888,04/06/2024,1000.0000,Louis Velez
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Idida Rodrigez,2 Mill Pond Rd,,Woodland Park,NJ,07724,(609) 394-0888,05/02/2024,1500.0000,Alex Mendez
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Idida Rodrigez,2 Mill Pond Rd,,Woodland Park,NJ,07724,(609) 394-0888,06/10/2024,300.0000,Andre Sayeh
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Idida Rodrigez,2 Mill Pond Rd,,Woodland Park,NJ,07724,(609) 394-0888,06/18/2024,500.0000,Benji Wimberly
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Idida Rodrigez,2 Mill Pond Rd,,Woodland Park,NJ,07724,(609) 394-0888,09/03/2024,500.0000,Nilsa Cruz-Peres
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Idida Rodrigez,2 Mill Pond Rd,,Woodland Park,NJ,07724,(609) 394-0888,10/23/2024,1000.0000,Democratic Committee of Bergen County
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Leroy Jones,59 Woodland Avenue,,East Orange,NJ,07017,(609) 394-0888,04/10/2024,500.0000,Carmen Morales
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Leroy Jones,59 Woodland Avenue,,East Orange,NJ,07017,(609) 394-0888,08/16/2024,2400.0000,Blue Pac
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Leroy Jones,59 Woodland Avenue,,East Orange,NJ,07017,(609) 394-0888,05/13/2024,250.0000,Shanique Speight
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Leroy Jones,59 Woodland Avenue,,East Orange,NJ,07017,(609) 394-0888,05/16/2024,250.0000,Lou Greenwald
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Leroy Jones,59 Woodland Avenue,,East Orange,NJ,07017,(609) 394-0888,07/12/2024,500.0000,Renee Burgess
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Leroy Jones,59 Woodland Avenue,,East Orange,NJ,07017,(609) 394-0888,10/07/2024,500.0000,Team Irvington Strong
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Jacqueline Jones,59 Woodland Avenue,,East Orange,NJ,07017,(609) 394-0888,04/30/2024,300.0000,Amir Jones
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Jacqueline Jones,59 Woodland Avenue,,East Orange,NJ,07017,(609) 394-0888,04/30/2024,700.0000,Amir Jones
10063,1868 Public Affairs,162 West State Street,1st Floor,Trenton,NJ,08608,(609) 394-0888,2024,04/15/2025,No,26850.0000,Jacqueline Jones,59 Woodland Avenue,,East Orange,NJ,07017,(609) 394-0888,04/10/2024,1000.0000,Carmen Morales
14865,1st Colonial Community Bank,1000 Atrium Way,Suite 200,Mount Laurel,NJ,08054,856-858-8605,2024,03/06/2025,No,1000.0000,"Harvey Johnson, Esp",635 North Warwick Road,,Haddonfield,NJ,08033,856-858-8605,,1000.0000,Various Camden City Canidates
11867,3M Company,3M Center General Offices,,St. Paul,MN,55144,651-733-1110,2024,03/27/2025,Yes,5500.0000,3M PAC,3M Center Building 224-6sW-6M42,,St. Paul,MN,55144,651-733-1110,07/08/2024,1000.0000,Election Fund of Craig J. Coughlin
11867,3M Company,3M Center General Offices,,St. Paul,MN,55144,651-733-1110,2024,03/27/2025,Yes,5500.0000,3M PAC,3M Center Building 224-6sW-6M42,,St. Paul,MN,55144,651-733-1110,07/08/2024,500.0000,Michele Matsikoudis for Assembly
11867,3M Company,3M Center General Offices,,St. Paul,MN,55144,651-733-1110,2024,03/27/2025,Yes,5500.0000,3M PAC,3M Center Building 224-6sW-6M42,,St. Paul,MN,55144,651-733-1110,07/08/2024,500.0000,Election Fund of Senator Paul Sarlo
11867,3M Company,3M Center General Offices,,St. Paul,MN,55144,651-733-1110,2024,03/27/2025,Yes,5500.0000,3M PAC,3M Center Building 224-6sW-6M42,,St. Paul,MN,55144,651-733-1110,07/08/2024,500.0000,EFO Louis D. Greenwald for Assembly
11867,3M Company,3M Center General Offices,,St. Paul,MN,55144,651-733-1110,2024,03/27/2025,Yes,5500.0000,3M PAC,3M Center Building 224-6sW-6M42,,St. Paul,MN,55144,651-733-1110,09/25/2024,500.0000,Eliana Pintor Marin for State Assembly
11867,3M Company,3M Center General Offices,,St. Paul,MN,55144,651-733-1110,2024,03/27/2025,Yes,5500.0000,3M PAC,3M Center Building 224-6sW-6M42,,St. Paul,MN,55144,651-733-1110,10/21/2024,500.0000,Zwicker for Senate
11867,3M Company,3M Center General Offices,,St. Paul,MN,55144,651-733-1110,2024,03/27/2025,Yes,5500.0000,3M PAC,3M Center Building 224-6sW-6M42,,St. Paul,MN,55144,651-733-1110,11/15/2024,1000.0000,Scutari for Senate
11867,3M Company,3M Center General Offices,,St. Paul,MN,55144,651-733-1110,2024,03/27/2025,Yes,5500.0000,3M PAC,3M Center Building 224-6sW-6M42,,St. Paul,MN,55144,651-733-1110,10/21/2024,500.0000,Kennedy for Assembly
11867,3M Company,3M Center General Offices,,St. Paul,MN,55144,651-733-1110,2024,03/27/2025,Yes,5500.0000,3M PAC,3M Center Building 224-6sW-6M42,,St. Paul,MN,55144,651-733-1110,11/15/2024,500.0000,Freiman for Assembly
16403,5 Commerce Hamilton LLC,500 Plaza Drive,6th Floor,Secauucs,NJ,07094,(201) 272-5315,2024,02/28/2025,No,18450.0000,"Hartz Mountain Industries, Inc.",500 Plaza Drive - 6th Floor,,Secaucus,NJ,07094,(201) 272-5315,01/04/2024,500.0000,Anthony Bucco for Senate
16403,5 Commerce Hamilton LLC,500 Plaza Drive,6th Floor,Secauucs,NJ,07094,(201) 272-5315,2024,02/28/2025,No,18450.0000,"Hartz Mountain Industries, Inc.",500 Plaza Drive - 6th Floor,,Secaucus,NJ,07094,(201) 272-5315,01/25/2024,1000.0000,"Jim McGreevey for Mayor, Inc."
16403,5 Commerce Hamilton LLC,500 Plaza Drive,6th Floor,Secauucs,NJ,07094,(201) 272-5315,2024,02/28/2025,No,18450.0000,"Hartz Mountain Industries, Inc.",500 Plaza Drive - 6th Floor,,Secaucus,NJ,07094,(201) 272-5315,01/26/2024,2500.0000,Eliana Pintor Marin for State Assembly
16403,5 Commerce Hamilton LLC,500 Plaza Drive,6th Floor,Secauucs,NJ,07094,(201) 272-5315,2024,02/28/2025,No,18450.0000,"Hartz Mountain Industries, Inc.",500 Plaza Drive - 6th Floor,,Secaucus,NJ,07094,(201) 272-5315,02/16/2024,750.0000,BCRO - Bergen County Republican Organization
16403,5 Commerce Hamilton LLC,500 Plaza Drive,6th Floor,Secauucs,NJ,07094,(201) 272-5315,2024,02/28/2025,No,18450.0000,"Hartz Mountain Industries, Inc.",500 Plaza Drive - 6th Floor,,Secaucus,NJ,07094,(201) 272-5315,04/22/2024,2000.0000,Anthony Bucco for Senate
